Depth,RxoRt,RLL3,SP,RILD,MN,MI,MCAL,DCAL,RHOB,RHOC,DPOR,CNLS,GR
1053.5,2.3194,6.6521,-138.2867,8.624,0.1688,0.1473,5.1172,1.8984,1.3888,0.0285,77.2658,33.0856,94.5715
1054,-0.6672,7.2368,-137.0499,8.551,0.2402,0.1608,5.0954,1.8988,1.4361,0.0464,74.4966,33.8624,91.4306
1054.5,-7.3716,9.5235,-135.5984,8.2625,0.3276,0.1753,5.0883,1.8992,1.5549,0.0916,67.5515,35.5981,96.2437
1055,-15.8012,12.5675,-134.0354,7.616,0.4163,0.1909,5.098,1.9007,1.7263,0.1536,57.5252,35.3016,104.5958
1055.5,-22.4409,14.0889,-132.4699,6.9724,0.4863,0.2022,5.1068,1.9006,1.9172,0.217,46.3633,32.9632,106.7113
1056,-24.5249,13.491,-130.9949,6.7441,0.5209,0.2059,5.092,1.8996,2.0848,0.2673,36.5587,31.0879,99.2479
1056.5,-21.7751,12.0543,-129.6845,7.119,0.5275,0.2043,5.0872,1.8999,2.1885,0.2954,30.4946,30.1518,86.8586
1057,-16.5241,11.1744,-128.6017,8.0722,0.5263,0.2013,5.0965,1.8993,2.2163,0.3025,28.8706,29.7983,81.6558
1057.5,-12.2217,11.6689,-127.8006,9.3388,0.5266,0.1991,5.1052,1.8987,2.1951,0.2992,30.1123,29.8775,91.6083
1058,-11.2176,13.0002,-127.3121,10.4498,0.5276,0.1972,5.09,1.8999,2.1605,0.2955,32.1361,29.6325,109.339
1058.5,-13.3779,15.3232,-127.1209,11.1053,0.5274,0.1946,5.0877,1.9,2.1319,0.2946,33.8057,28.4037,115.6236
1059,-16.398,17.8475,-127.1557,11.5335,0.5279,0.1922,5.0984,1.899,2.1145,0.2953,34.8274,27.2386,110.2734
1059.5,-17.5755,20.3001,-127.3031,12.2345,0.5298,0.1905,5.1072,1.8983,2.1074,0.2962,35.2384,27.6475,107.5548
1060,-15.4816,21.5357,-127.4413,13.5464,0.5297,0.1885,5.092,1.8987,2.1072,0.2966,35.2529,29.2382,108.3058
1060.5,-10.383,21.7329,-127.4737,15.5128,0.5258,0.1864,5.0873,1.8984,2.1062,0.2945,35.3076,31.1388,110.116
1061,-3.9609,19.7339,-127.3486,17.8473,0.5217,0.1834,5.0977,1.8984,2.096,0.2875,35.9053,31.5132,109.7414
1061.5,1.1858,17.5339,-127.058,19.8335,0.516,0.1779,5.1011,1.8987,2.0727,0.2753,37.2717,28.0406,102.6456
1062,2.8549,18.2233,-126.6232,20.499,0.5081,0.1727,5.0847,1.898,2.0419,0.262,39.073,24.2685,95.4639
1062.5,0.9651,20.3838,-126.075,19.4183,0.5043,0.1702,5.0834,1.8979,2.0186,0.2539,40.4308,23.7685,100.3347
1063,-2.4167,20.4425,-125.4374,17.2428,0.5089,0.1703,5.096,1.8987,2.0177,0.2553,40.485,24.4955,111.6382
1063.5,-4.8463,17.6191,-124.7235,15.0927,0.5195,0.1731,5.1023,1.8984,2.0398,0.2648,39.1923,24.1016,113.9164
1064,-5.404,14.0335,-123.9501,13.7026,0.5297,0.177,5.0841,1.8985,2.068,0.2763,37.5425,23.3775,105.0921
1064.5,-5.3035,12.5058,-123.1649,13.2058,0.5347,0.1776,5.0822,1.8994,2.0817,0.2829,36.7435,23.5446,88.9082
1065,-6.2628,14.2107,-122.4643,13.3026,0.5363,0.1744,5.095,1.8995,2.0778,0.2835,36.9721,24.242,74.671
1065.5,-8.5611,17.5397,-121.9808,13.4707,0.5376,0.1718,5.1017,1.8993,2.0732,0.2833,37.2377,23.9043,75.2642
1066,-11.1685,19.6667,-121.8371,13.33,0.5386,0.1725,5.0868,1.8989,2.0842,0.2871,36.5965,22.6747,89.4844
1066.5,-12.564,19.269,-122.0946,12.976,0.5358,0.1742,5.0838,1.8989,2.109,0.2941,35.1445,23.0176,102.7706
1067,-11.5034,17.9602,-122.7284,12.7966,0.5312,0.1765,5.0892,1.8991,2.1322,0.2987,33.7921,25.907,106.1395
1067.5,-7.8757,15.8717,-123.6417,13.083,0.5323,0.1797,5.1003,1.8984,2.1392,0.2963,33.381,29.5323,100.5135
1068,-3.0837,13.4672,-124.7087,13.8738,0.538,0.1819,5.0958,1.8977,2.1225,0.2854,34.3553,31.7827,90.2286
1068.5,0.5644,13.0075,-125.8185,14.9008,0.5322,0.18,5.0838,1.8979,2.0776,0.2661,36.9851,32.6283,78.9571
1069,1.4469,14.8186,-126.9007,15.6177,0.5043,0.1728,5.0964,1.8982,2.0079,0.2411,41.0561,32.2142,74.115
1069.5,-0.2458,16.5229,-127.9239,15.5797,0.4778,0.1698,5.1044,1.8989,1.9368,0.2176,45.2179,29.6798,85.5478
1070,-3.0067,16.8226,-128.8743,14.8528,0.4889,0.1801,5.0978,1.8998,1.8988,0.2067,47.4401,25.1669,107.2253
1070.5,-5.2252,16.8984,-129.7303,13.8254,0.5236,0.1936,5.0866,1.8995,1.9145,0.2149,46.521,22.5932,121.5619
1071,-5.9238,15.9135,-130.4534,12.8243,0.5407,0.1991,5.1031,1.9001,1.9717,0.2372,43.1775,22.1229,122.0036
1071.5,-5.1181,13.3574,-131.004,11.9743,0.5335,0.1987,5.0997,1.9003,2.0328,0.2593,39.6045,21.6586,112.3607
1072,-3.8619,11.5124,-131.3764,11.2551,0.5181,0.1972,5.0968,1.8995,2.0685,0.271,37.5142,21.9683,99.9704
1072.5,-3.5366,10.7984,-131.6317,10.6667,0.5076,0.198,5.0861,1.8985,2.0823,0.2738,36.705,25.0622,92.5276
1073,-4.9769,10.3567,-131.9028,10.2751,0.5063,0.1984,5.1024,1.8981,2.0955,0.2752,35.9342,28.2599,89.4808
1073.5,-8.0252,11.1999,-132.3617,10.0976,0.5071,0.196,5.0996,1.8984,2.121,0.2802,34.4416,26.7389,84.2286
1074,-11.4586,14.0017,-133.1539,10.0575,0.5038,0.1921,5.0962,1.8981,2.1562,0.2887,32.3834,23.9926,80.6908
1074.5,-13.6565,16.2564,-134.3254,10.0568,0.4947,0.1883,5.0864,1.8984,2.1883,0.2967,30.5098,22.9391,87.4343
1075,-13.381,15.9574,-135.7758,10.103,0.48,0.1862,5.1027,1.8991,2.2043,0.2995,29.5729,23.3928,97.8154
1075.5,-10.192,13.541,-137.2665,10.3484,0.4658,0.1856,5.0991,1.8988,2.2017,0.2954,29.7241,25.6784,99.3084
1076,-5.3738,11.2398,-138.4794,10.8001,0.4584,0.1858,5.0977,1.8986,2.1891,0.2874,30.4632,28.6598,87.7894
1076.5,-2.2738,10.8618,-139.0971,10.9325,0.455,0.1878,5.0858,1.9001,2.1759,0.2794,31.2356,29.2274,74.2849
1077,-3.7118,11.2733,-138.8661,10.104,0.4521,0.1924,5.1012,1.9015,2.1643,0.2725,31.9141,26.7234,66.6043
1077.5,-8.7959,10.9798,-137.6319,8.6079,0.4493,0.1973,5.0974,1.901,2.151,0.2651,32.6896,24.7929,61.5325
1078,-14.2852,10.4339,-135.3597,7.2361,0.4458,0.2,5.0947,1.8991,2.1339,0.2563,33.6905,26.5885,57.8947
1078.5,-17.7215,10.1033,-132.1511,6.3624,0.4376,0.1994,5.0913,1.8986,2.1149,0.2475,34.7993,30.8931,55.4186
1079,-18.4109,9.6876,-128.2423,5.9795,0.4229,0.1966,5.1076,1.8991,2.0983,0.2412,35.7719,34.6913,52.5786
1079.5,-17.5152,8.7606,-123.9576,5.8989,0.4167,0.1975,5.1034,1.8988,2.0863,0.2388,36.4732,35.9821,48.7252
1080,-17.3982,8.3981,-119.6128,5.8214,0.4297,0.2018,5.1007,1.8982,2.0776,0.2395,36.9844,34.4794,46.7426
1080.5,-19.3429,9.3288,-115.4114,5.5451,0.4433,0.2035,5.0883,1.8985,2.0699,0.2408,37.4304,32.1634,48.1645
1081,-22.0734,9.7519,-111.3983,5.1774,0.4465,0.2009,5.1071,1.8995,2.0657,0.2417,37.68,31.2771,47.3167
1081.5,-23.5643,8.9839,-107.5115,4.9602,0.4557,0.1993,5.0984,1.8998,2.0715,0.2436,37.3363,32.8413,39.5217
1082,-23.3998,8.1882,-103.6993,5.0145,0.4927,0.2045,5.094,1.8986,2.0921,0.2484,36.1372,34.7224,31.8161
1082.5,-22.9644,8.9105,-100.0154,5.2529,0.5459,0.2127,5.0857,1.8983,2.122,0.2554,34.3888,34.0608,32.9993
1083,-24.0302,10.3026,-96.6253,5.3915,0.5867,0.219,5.0971,1.8983,2.1466,0.2616,32.947,32.5218,42.6756
1083.5,-26.8572,11.0585,-93.7297,5.2325,0.605,0.2214,5.0937,1.8982,2.1521,0.2643,32.6233,32.7676,54.0291
1084,-29.4198,11.2296,-91.4709,4.9601,0.6007,0.2228,5.092,1.8988,2.1368,0.2639,33.5197,33.6283,58.4756
1084.5,-29.3864,10.3893,-89.8819,4.8816,0.5892,0.2282,5.0897,1.8991,2.1105,0.2626,35.0611,32.8267,54.7279
1085,-26.2512,9.7127,-88.8863,5.1277,0.5806,0.2326,5.1081,1.8986,2.0824,0.2608,36.7001,30.8276,49.9603
1085.5,-21.5285,9.743,-88.3157,5.5952,0.5576,0.2289,5.0983,1.8991,2.0538,0.2562,38.376,29.6071,47.0767
1086,-17.6893,9.6056,-87.9252,5.9511,0.5167,0.2209,5.0883,1.901,2.022,0.2471,40.2315,30.6028,43.941
1086.5,-16.2489,9.1344,-87.4132,5.9071,0.4752,0.2161,5.0842,1.9017,1.9898,0.2351,42.1174,33.6769,38.9465
1087,-16.7154,8.3081,-86.4627,5.5615,0.4465,0.2147,5.1044,1.9013,1.9641,0.2244,43.6197,36.0072,32.4944
1087.5,-18.157,7.7926,-84.8049,5.1547,0.4362,0.2152,5.0885,1.9003,1.9495,0.2185,44.4708,35.6737,30.2034
1088,-20.3817,7.918,-82.2887,4.7946,0.4307,0.2152,5.0876,1.8995,1.9457,0.2187,44.6981,34.3811,33.8875
1088.5,-23.4839,7.7352,-78.9328,4.4988,0.4324,0.2155,5.0865,1.9001,1.9507,0.2245,44.4056,32.4271,37.5996
1089,-27.5315,8.0406,-74.9431,4.2328,0.4664,0.2197,5.1069,1.9003,1.9631,0.2337,43.6788,29.5559,41.6113
1089.5,-32.0486,9.5667,-70.6834,3.97,0.5031,0.2209,5.0889,1.8995,1.9788,0.2432,42.7595,26.6616,51.7199
1090,-35.7276,10.0038,-66.6043,3.7756,0.5086,0.2197,5.0853,1.8985,1.9925,0.2502,41.9606,24.1043,66.3779
1090.5,-37.7564,9.0573,-63.1491,3.7352,0.5148,0.223,5.0833,1.8982,2.004,0.2552,41.2865,23.2994,73.3009
1091,-38.3849,9.6239,-60.669,3.8817,0.5458,0.2276,5.1066,1.8989,2.0178,0.2605,40.48,24.4731,68.9226
1091.5,-37.6053,11.3281,-59.3642,4.2311,0.5784,0.2296,5.0894,1.8997,2.035,0.2669,39.4737,26.5914,61.651
1092,-35.1751,12.4988,-59.2566,4.762,0.5927,0.2305,5.0873,1.8997,2.052,0.2729,38.4782,29.3172,61.09
1092.5,-31.7767,12.7359,-60.201,5.3571,0.5904,0.23,5.0861,1.9008,2.0649,0.2765,37.7232,32.2929,70.6124
1093,-28.2529,12.0485,-61.938,5.957,0.578,0.2266,5.1066,1.9012,2.0713,0.2769,37.3533,33.7311,81.9576
1093.5,-24.776,11.3768,-64.1807,6.7066,0.5632,0.2218,5.0893,1.9007,2.0703,0.2754,37.4089,32.4785,82.984
1094,-21.7094,12.3971,-66.6978,7.6864,0.5508,0.2168,5.087,1.8992,2.0659,0.2749,37.6659,30.6104,75.6409
1094.5,-19.6396,15.3036,-69.3574,8.6352,0.5432,0.213,5.0898,1.8982,2.0671,0.2778,37.5945,30.6068,77.4093
1095,-18.6598,16.8468,-72.114,9.1072,0.5472,0.2134,5.1108,1.8984,2.0821,0.2845,36.718,30.5836,90.022
1095.5,-18.1821,15.4784,-74.9653,8.9603,0.5606,0.2163,5.0971,1.8988,2.1096,0.293,35.1086,28.5091,99.3777
1096,-17.3682,12.8798,-77.9124,8.5676,0.5714,0.218,5.0933,1.8979,2.1384,0.2993,33.4249,26.4931,100.0525
1096.5,-16.5875,10.7425,-80.9456,8.4077,0.5784,0.2184,5.0883,1.8982,2.1591,0.3017,32.2166,25.6562,91.2367
1097,-17.9593,10.4028,-84.0486,8.6554,0.5862,0.2183,5.1083,1.8985,2.1745,0.3027,31.3149,25.7856,76.5828
1097.5,-22.6208,13.4285,-87.203,9.1859,0.5951,0.2167,5.0945,1.8978,2.1912,0.3065,30.3377,26.7405,66.7979
1098,-29.0005,20.0384,-90.38,9.7805,0.5995,0.2132,5.0944,1.8993,2.2058,0.312,29.4866,27.4015,67.6146
1098.5,-34.3906,26.8417,-93.5292,10.4221,0.5971,0.21,5.0885,1.9014,2.2111,0.315,29.1741,27.7173,75.3139
1099,-36.1273,31.4022,-96.5751,11.5042,0.5898,0.2086,5.1059,1.9005,2.2113,0.3145,29.1627,28.5685,79.7705
1099.5,-32.3597,33.576,-99.4315,13.7284,0.5763,0.2064,5.0919,1.8998,2.217,0.314,28.8282,29.2156,76.4342
1100,-22.8915,34.1808,-102.0279,17.9149,0.5536,0.2017,5.0933,1.8998,2.2299,0.3156,28.0745,28.856,73.7106
1100.5,-8.9831,33.3404,-104.3361,24.9475,0.5263,0.1957,5.0892,1.8986,2.2403,0.3169,27.4673,28.384,74.5108
1101,6.0531,30.3865,-106.3857,34.3992,0.5054,0.191,5.1078,1.8985,2.24,0.315,27.4834,28.1837,70.2119
1101.5,16.6609,26.2275,-108.2577,41.5024,0.4975,0.1903,5.0952,1.8988,2.2324,0.3099,27.9287,27.7143,61.2431
1102,20.7729,23.1985,-110.0593,42.8025,0.4977,0.1905,5.0953,1.8973,2.2279,0.3039,28.194,27.9921,56.9777
1102.5,21.0479,22.1715,-111.8875,41.578,0.4991,0.1893,5.0895,1.896,2.2343,0.2996,27.8203,28.5063,61.5708
1103,19.6692,23.1988,-113.7958,40.4669,0.5027,0.1887,5.1065,1.897,2.2534,0.2994,26.7009,27.0902,70.1065
1103.5,17.5626,26.0587,-115.7781,39.3719,0.5102,0.188,5.093,1.8988,2.2821,0.3038,25.0239,25.9783,76.4725
1104,15.3873,28.0833,-117.7727,37.4359,0.5186,0.1875,5.0871,1.9005,2.3114,0.3094,23.3098,27.0914,83.7051
1104.5,13.675,26.3571,-119.6827,34.2683,0.5227,0.189,5.0882,1.9011,2.327,0.3102,22.3982,29.3594,90.3473
1105,12.7353,22.4615,-121.4034,30.1998,0.5161,0.1903,5.1046,1.8998,2.3141,0.3031,23.1537,32.0977,89.2255
1105.5,12.6233,18.5379,-122.844,25.8899,0.4853,0.1857,5.0928,1.8985,2.2623,0.2883,26.1803,34.8163,85.2249
1106,13.3267,14.8924,-123.9387,21.9659,0.4162,0.1728,5.0877,1.8983,2.1664,0.2654,31.7906,37.0745,84.0879
1106.5,14.927,12.0777,-124.6419,18.8665,0.3213,0.1577,5.088,1.8974,2.0306,0.2328,39.7301,38.1915,93.0784
1107,17.3395,9.851,-124.9158,16.776,0.2446,0.149,5.1049,1.8979,1.878,0.1929,48.6557,36.3605,115.5037
1107.5,19.7265,8.1939,-124.7217,15.609,0.2183,0.1488,5.093,1.8999,1.7455,0.1546,56.4025,31.5275,137.4845
1108,20.5156,7.6991,-124.0247,15.0216,0.2382,0.1548,5.0883,1.9014,1.6657,0.1299,61.0714,28.2567,144.3001
1108.5,18.7461,8.463,-122.809,14.5107,0.2714,0.16,5.095,1.9021,1.6464,0.1251,62.1975,29.1744,138.7985
1109,15.2865,10.0635,-121.0934,13.7296,0.2769,0.1578,5.1065,1.9004,1.6595,0.1324,61.4318,31.7187,132.4324
1109.5,12.2447,10.6371,-118.939,12.7713,0.2491,0.1531,5.0925,1.8987,1.6583,0.1348,61.502,33.8502,131.2697
1110,11.0438,9.2089,-116.4492,11.899,0.2255,0.1538,5.0864,1.8991,1.6277,0.1253,63.2922,35.391,129.5369
1110.5,10.7774,7.8796,-113.7656,11.0762,0.2465,0.1644,5.0976,1.9007,1.6027,0.1155,64.7524,35.4995,118.6218
1111,8.6132,7.2167,-111.0588,9.9649,0.3252,0.1846,5.1087,1.9005,1.6269,0.1219,63.3391,34.9558,104.3441
1111.5,2.5885,7.5263,-108.5056,8.4343,0.4224,0.2026,5.0942,1.8989,1.7113,0.149,58.4055,34.5023,90.0841
1112,-6.3578,8.2216,-106.2564,6.8117,0.4847,0.212,5.0881,1.8976,1.8271,0.1868,51.629,33.8109,72.6313
1112.5,-15.7735,8.3894,-104.4052,5.4577,0.508,0.2182,5.0976,1.8979,1.9272,0.2199,45.7791,33.3245,55.577
1113,-23.8966,8.3521,-102.9794,4.4778,0.5151,0.2226,5.1073,1.8988,1.983,0.2396,42.5175,33.2537,42.976
1113.5,-30.2788,8.2581,-101.953,3.8094,0.5187,0.2241,5.0934,1.8985,2.0009,0.2473,41.4655,33.1555,35.0659
1114,-35.2448,8.176,-101.274,3.3594,0.5235,0.224,5.0869,1.897,2.0004,0.2482,41.4972,33.3416,31.6032
1114.5,-39.1189,8.1833,-100.8913,3.0715,0.532,0.225,5.0962,1.8972,1.9932,0.2465,41.9156,32.6625,33.0119
1115,-41.9528,8.3425,-100.7717,2.9273,0.5454,0.228,5.1025,1.8981,1.9833,0.2439,42.4991,28.7926,36.562
1115.5,-43.7524,8.6874,-100.9121,2.9218,0.5671,0.2326,5.085,1.899,1.9717,0.2412,43.1751,23.3317,37.2078
1116,-44.5958,9.2026,-101.3425,3.0614,0.5985,0.2394,5.0841,1.8993,1.9615,0.2395,43.7733,20.1912,33.446
1116.5,-44.4934,9.9469,-102.1226,3.3734,0.6361,0.246,5.0961,1.8993,1.9577,0.2405,43.9962,19.508,30.2508
1117,-43.1858,11.2271,-103.3234,3.9079,0.6713,0.2508,5.1019,1.9001,1.9635,0.2442,43.6529,20.4019,33.0044
1117.5,-39.9977,13.3725,-105.0003,4.7357,0.6908,0.2526,5.0845,1.8997,1.9757,0.2488,42.9439,21.817,41.1191
1118,-34.0547,15.7027,-107.166,5.9531,0.6766,0.2458,5.0831,1.8977,1.9841,0.2508,42.4529,23.4314,48.1046
1118.5,-24.9823,16.481,-109.7738,7.6626,0.6146,0.2275,5.0964,1.8976,1.9794,0.2481,42.7251,24.3581,49.0893
1119,-13.4352,14.5508,-112.7197,9.9231,0.5291,0.208,5.1024,1.8979,1.963,0.2416,43.6821,25.5489,50.4006
1119.5,-1.2128,12.1371,-115.8558,12.5948,0.4735,0.1994,5.0835,1.8989,1.9468,0.2358,44.6292,30.2821,57.8706
1120,8.9794,11.8772,-119.0099,14.9307,0.4446,0.1935,5.082,1.8991,1.9359,0.2325,45.2718,36.7254,66.8589
1120.5,14.9555,11.5348,-122.005,15.6752,0.3937,0.1805,5.0955,1.8975,1.9157,0.2258,46.4497,38.856,72.84
1121,16.5926,9.3423,-124.6843,14.4386,0.3275,0.1681,5.1019,1.8989,1.8723,0.2098,48.9882,36.1027,76.9189
1121.5,15.1129,7.5457,-126.9391,12.1477,0.2865,0.1633,5.0849,1.9015,1.8187,0.189,52.1227,32.7012,81.5701
1122,11.7831,6.7705,-128.7297,9.8894,0.2793,0.164,5.0844,1.9007,1.7819,0.1745,54.2769,31.016,88.3027
1122.5,7.4996,6.4277,-130.0866,8.118,0.2892,0.1671,5.0959,1.8985,1.7716,0.1708,54.8745,32.0305,90.9256
1123,2.8375,6.2829,-131.0897,6.8007,0.2955,0.1683,5.1015,1.8973,1.7771,0.1737,54.5554,35.6078,87.7284
1123.5,-1.6579,6.0407,-131.8376,5.8198,0.2914,0.1679,5.0956,1.897,1.7844,0.1778,54.1278,37.6482,88.1829
1124,-5.4574,5.8054,-132.4245,5.1107,0.2837,0.1684,5.0862,1.8988,1.7885,0.1809,53.8861,35.5464,90.7642
1124.5,-8.3426,5.6919,-132.9304,4.6174,0.2787,0.1679,5.1039,1.9002,1.7906,0.1828,53.7641,33.2195,91.6649
1125,-10.4094,5.5795,-133.4223,4.2811,0.2759,0.1646,5.0983,1.8981,1.7926,0.184,53.6508,33.6165,96.9656
1125.5,-11.8742,5.4122,-133.9579,4.0611,0.2743,0.1618,5.0946,1.897,1.795,0.1847,53.5092,34.8942,101.0249
1126,-13.0438,5.3222,-134.5893,3.9321,0.2776,0.1613,5.0849,1.898,1.7969,0.1849,53.4002,34.3796,98.0505
1126.5,-14.2587,5.4093,-135.3641,3.8683,0.2867,0.1616,5.1022,1.8997,1.7961,0.1846,53.4438,33.6498,96.8888
1127,-15.7023,5.6761,-136.3258,3.8375,0.2975,0.1635,5.0984,1.9012,1.7915,0.1835,53.7118,33.7331,95.92
1127.5,-17.2351,6.0053,-137.5103,3.8124,0.3057,0.1668,5.097,1.9005,1.7843,0.1817,54.1368,32.2679,90.9896
1128,-18.3504,6.2545,-138.9367,3.7942,0.3055,0.1687,5.0862,1.8987,1.7766,0.1796,54.5835,31.1753,86.6884
1128.5,-18.4297,6.3371,-140.5912,3.8186,0.2969,0.1676,5.1016,1.8972,1.7677,0.1765,55.1041,33.6544,85.2973
1129,-17.406,6.1247,-142.4067,3.9346,0.2927,0.1669,5.0979,1.8978,1.7533,0.1703,55.9459,37.0708,85.0327
1129.5,-16.449,5.7263,-144.2362,4.1745,0.3189,0.1731,5.0966,1.8988,1.7367,0.1618,56.9174,37.4377,84.4292
1130,-17.5179,5.6452,-145.8279,4.5206,0.3971,0.187,5.0908,1.8985,1.7368,0.159,56.9139,35.5271,82.855
1130.5,-21.1835,7.1441,-146.8176,4.8873,0.5035,0.2035,5.1073,1.8973,1.7733,0.1712,54.7773,33.9701,79.6882
1131,-25.7693,10.943,-146.7613,5.1486,0.5751,0.2138,5.1,1.8986,1.8412,0.1975,50.8083,32.2866,70.1292
1131.5,-29.1602,13.7401,-145.2275,5.2217,0.5887,0.2179,5.0941,1.8996,1.9075,0.2248,46.9314,29.3966,53.7337
1132,-30.1476,12.3318,-141.9323,5.1456,0.5799,0.2224,5.0886,1.8988,1.9425,0.2403,44.8852,26.5662,36.7874
1132.5,-28.9166,10.0125,-136.8669,5.0202,0.5778,0.2285,5.1077,1.8976,1.9456,0.2424,44.7017,25.2279,24.2875
1133,-27.1637,9.0279,-130.3531,4.8677,0.5846,0.233,5.0969,1.8977,1.9332,0.2376,45.4281,25.2535,19.7619
1133.5,-26.6506,8.8848,-122.9877,4.6601,0.5889,0.2339,5.092,1.8991,1.9165,0.2317,46.4043,24.6235,22.9652
1134,-27.5018,8.8663,-115.4993,4.4443,0.588,0.2341,5.0883,1.9007,1.8967,0.2261,47.5639,22.4159,28.0465
1134.5,-28.6894,8.6128,-108.579,4.3235,0.5968,0.2368,5.1077,1.8998,1.8689,0.2177,49.189,21.064,30.8072
1135,-29.3561,8.9044,-102.7451,4.3674,0.6225,0.2447,5.099,1.8976,1.8286,0.2031,51.5463,21.5851,31.3539
1135.5,-29.2804,9.5863,-98.2729,4.5656,0.6613,0.2575,5.0933,1.8966,1.7779,0.1823,54.511,22.896,32.1082
1136,-28.814,10.4103,-95.1847,4.8091,0.6968,0.269,5.0878,1.8976,1.7272,0.1606,57.474,23.8778,34.0316
1136.5,-28.3497,10.8531,-93.2917,4.9559,0.7165,0.2751,5.1079,1.8997,1.6883,0.144,59.7456,24.338,35.1938
1137,-27.5461,10.6762,-92.2723,4.9851,0.7186,0.2765,5.0982,1.8999,1.6655,0.1348,61.0843,24.1854,34.971
1137.5,-25.5979,9.8203,-91.7711,5.0118,0.7024,0.2744,5.0877,1.8982,1.654,0.1304,61.7554,23.4215,33.9629
1138,-22.501,8.7202,-91.4928,5.1215,0.6806,0.2707,5.0872,1.8975,1.6476,0.1274,62.1277,22.5174,32.8918
1138.5,-19.588,8.2599,-91.2651,5.2522,0.6697,0.2678,5.1077,1.8982,1.6444,0.1252,62.3183,21.9401,32.0559
1139,-18.4967,8.297,-91.0573,5.2501,0.6695,0.2691,5.0887,1.9001,1.6463,0.1251,62.2067,22.4217,31.4665
1139.5,-19.5383,8.229,-90.9527,5.0825,0.6841,0.2781,5.0857,1.901,1.6548,0.1281,61.7058,24.3029,31.296
1140,-21.5045,8.1718,-91.0861,4.8997,0.7272,0.2951,5.0847,1.8995,1.6677,0.1329,60.9525,26.5491,30.6697
1140.5,-23.0222,8.5991,-91.5612,4.838,0.7891,0.314,5.1067,1.8989,1.6799,0.1375,60.2369,27.477,28.0732
1141,-23.5693,9.3357,-92.3759,4.8864,0.8378,0.3276,5.0894,1.9012,1.6872,0.1402,59.8142,26.5462,25.0804
1141.5,-23.6328,9.4731,-93.386,4.9049,0.8612,0.3359,5.0869,1.9009,1.6874,0.14,59.8041,24.791,24.2395
1142,-23.9083,9.0104,-94.333,4.7735,0.872,0.3425,5.0852,1.8984,1.6806,0.1374,60.1974,23.7627,23.7912
1142.5,-24.1746,8.4654,-94.9358,4.5558,0.8762,0.3488,5.1052,1.8969,1.6681,0.1327,60.9314,24.0933,23.0013
1143,-23.8051,7.9537,-95.0116,4.3933,0.8622,0.3501,5.0888,1.8972,1.6499,0.1262,61.9961,26.3919,22.8127
1143.5,-23.0712,7.5002,-94.5732,4.3223,0.8024,0.3331,5.0869,1.8982,1.6239,0.1169,63.514,29.9228,23.8925
1144,-23.1246,7.3151,-93.8497,4.2756,0.6783,0.2913,5.0857,1.8975,1.5873,0.103,65.6533,31.549,29.8712
1144.5,-24.8267,7.5292,-93.2145,4.1897,0.5298,0.2402,5.1064,1.8963,1.5424,0.0848,68.2787,30.2884,46.3239
1145,-27.8289,8.1203,-93.0492,4.0831,0.424,0.2044,5.0966,1.8978,1.501,0.0665,70.699,30.147,68.7615
1145.5,-30.7293,8.9281,-93.6151,4.0503,0.3748,0.189,5.0931,1.9002,1.4792,0.0556,71.9782,34.3628,85.9303
1146,-31.9691,9.4724,-94.99,4.2073,0.3647,0.1843,5.0881,1.8991,1.487,0.0572,71.5228,39.5604,96.1354
1146.5,-30.6828,10.154,-97.0887,4.6471,0.3778,0.1829,5.1073,1.8992,1.5237,0.0709,69.3755,40.4666,101.7971
1147,-27.0684,11.0234,-99.7296,5.3991,0.3991,0.1856,5.0934,1.8997,1.5796,0.0921,66.1052,37.2986,99.2227
1147.5,-22.2337,11.5642,-102.703,6.3713,0.4228,0.1948,5.0937,1.8972,1.6407,0.1158,62.5325,33.4664,90.6914
1148,-17.5544,11.8577,-105.8118,7.3289,0.4371,0.2013,5.0892,1.8978,1.6925,0.1369,59.501,30.4448,85.839
1148.5,-13.8298,11.975,-108.8877,8.036,0.4248,0.1962,5.1079,1.9003,1.7224,0.1501,57.7515,27.8278,84.8072
1149,-11.057,11.2607,-111.7961,8.4578,0.3977,0.187,5.0954,1.8997,1.7248,0.1518,57.6158,25.375,84.3601
1149.5,-9.163,10.5022,-114.4401,8.7211,0.388,0.1851,5.0943,1.8975,1.7105,0.1449,58.4513,23.9002,86.0026
1150,-8.4477,10.3018,-116.7655,8.938,0.4146,0.1953,5.0892,1.8983,1.7066,0.1402,58.6791,24.2388,86.9225
1150.5,-9.0698,10.9466,-118.755,9.1224,0.4628,0.2088,5.1077,1.8985,1.7364,0.1485,56.9349,26.7891,83.911
1151,-10.5734,12.5807,-120.4112,9.2034,0.4929,0.2145,5.0937,1.8979,1.7968,0.1693,53.4033,29.1617,79.9631
1151.5,-12.0629,13.5569,-121.7374,9.1559,0.4886,0.2124,5.0937,1.8994,1.8572,0.1909,49.8691,28.6528,78.9703
1152,-12.734,12.6524,-122.7331,9.1163,0.4817,0.2129,5.0885,1.8992,1.8911,0.2027,47.8913,27.0664,81.0678
1152.5,-12.523,11.7471,-123.4113,9.2594,0.5089,0.2226,5.1045,1.8987,1.905,0.2076,47.0772,28.1189,85.2726
1153,-11.9247,12.6825,-123.8242,9.6508,0.5487,0.2273,5.0924,1.8999,1.9233,0.2145,46.0055,30.9567,84.6337
